Experiment,Function_ID,Dimension,Number_of_Evaluations,Processing_Time,Global_Optimum,Actual_Solution,Fitness_Optimum,Fitness_Mean,pop_size,min_adaptive_size,max_adaptive_size,max_gen_exam1,max_gen_exam2,Binary_Solution,Number_Selected_Features,Total_Features,Accuracy,Fitness_Value
1,0,30,1000,157.97731351852417,-1.9603,-1.449122807017544,"[-1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4228070175438596, -1.4228070175438596, -1.4228070175438596, -1.431578947368421, -1.431578947368421, -1.431578947368421, -1.431578947368421, -1.431578947368421, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.1735087719298245, -1.1875438596491228, -1.2240350877192983, -1.3103508771929824, -1.2910526315789475, -1.2682456140350877, -1.3171929824561404, -1.2801754385964912, -1.3173684210526315, -1.2380701754385963, -1.4003508771929822, -1.291578947368421, -1.271754385964912, -1.3105263157894735, -1.3366666666666664, -1.3278947368421052, -1.2484210526315789, -1.3349122807017542, -1.3878947368421053, -1.4087719298245613, -1.3277192982456139, -1.3912280701754385, -1.2484210526315789, -1.4214035087719297, -1.3014035087719298, -1.334736842105263, -1.296140350877193, -1.424736842105263, -1.3173684210526315, -1.3598245614035087, -1.39859649122807, -1.2996491228070175, -1.39859649122807, -1.3171929824561404, -1.2484210526315789, -1.373859649122807, -1.4140350877192982, -1.4036842105263156, -1.416140350877193, -1.2484210526315789, -1.2945614035087718, -1.2484210526315789, -1.3296491228070173, -1.4122807017543857, -1.2484210526315789, -1.3364912280701753, -1.3435087719298244, -1.3066666666666666, -1.2501754385964912, -1.3049122807017544, -1.333157894736842, -1.3121052631578947, -1.3314035087719298, -1.267017543859649, -1.3105263157894735, -1.4266666666666665, -1.3810526315789473, -1.2503508771929823, -1.3103508771929824, -1.3263157894736841, -1.4107017543859648, -1.2503508771929823, -1.3966666666666665, -1.3863157894736842, -1.2503508771929823, -1.2873684210526315, -1.3436842105263158, -1.3419298245614035, -1.2536842105263157, -1.3331578947368423, -1.2536842105263157, -1.2536842105263157, -1.3349122807017544, -1.3364912280701753, -1.2536842105263157, -1.3349122807017544, -1.2536842105263157, -1.372982456140351, -1.339824561403509, -1.2536842105263157, -1.2777894736842104, -1.2932982456140352, -1.2916140350877194, -1.283122807017544, -1.2941052631578946, -1.3138947368421054, -1.2830526315789477, -1.3343157894736841, -1.2459649122807017, -1.3117894736842106, -1.2776140350877192, -1.2862456140350877, -1.3033684210526315, -1.3118947368421052, -1.3109473684210529, -1.2703508771929826, -1.2896842105263158, -1.2366315789473685]",5,2,5,80,100,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",17,30,0.9649122807017544,1.3939122807017543
2,0,30,1000,158.4115617275238,-1.9603,-1.4403508771929825,"[-1.3780701754385964, -1.3780701754385964, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.4140350877192982, -1.431578947368421, -1.431578947368421, -1.431578947368421, -1.431578947368421, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825]","[-1.2403508771929823, -1.347543859649123, -1.3735087719298247, -1.2343859649122806, -1.313859649122807, -1.2343859649122806, -1.2343859649122806, -1.4140350877192982, -1.3878947368421053, -1.2378947368421052, -1.2378947368421052, -1.4247368421052635, -1.2450877192982457, -1.3157894736842106, -1.2450877192982457, -1.2805263157894737, -1.3087719298245615, -1.3296491228070175, -1.2450877192982457, -1.2450877192982457, -1.3401754385964912, -1.4071929824561402, -1.2484210526315789, -1.3296491228070173, -1.278421052631579, -1.3366666666666664, -1.3136842105263158, -1.3014035087719298, -1.3401754385964912, -1.2484210526315789, -1.3207017543859647, -1.2484210526315789, -1.2875438596491227, -1.350877192982456, -1.3564912280701755, -1.3001754385964912, -1.3277192982456139, -1.3757894736842107, -1.3294736842105261, -1.2484210526315789, -1.3243859649122807, -1.3294736842105261, -1.2484210526315789, -1.4282456140350877, -1.2484210526315789, -1.3156140350877192, -1.2484210526315789, -1.3189473684210524, -1.27859649122807, -1.3103508771929824, -1.2733333333333332, -1.2484210526315789, -1.2978947368421052, -1.3349122807017542, -1.3196491228070175, -1.3191228070175438, -1.3278947368421052, -1.3314035087719298, -1.27859649122807, -1.4249122807017542, -1.3314035087719298, -1.2484210526315789, -1.2484210526315789, -1.2484210526315789, -1.3912280701754385, -1.2680701754385963, -1.3529824561403507, -1.3101754385964912, -1.3173684210526315, -1.3277192982456139, -1.3312280701754384, -1.334736842105263, -1.3650877192982454, -1.3789473684210525, -1.4142105263157894, -1.4194736842105262, -1.3243859649122807, -1.3773684210526316, -1.2821052631578946, -1.3349122807017542, -1.310561403508772, -1.275298245614035, -1.238280701754386, -1.3340350877192984, -1.3293333333333335, -1.343157894736842, -1.311614035087719, -1.3278596491228072, -1.292842105263158, -1.333543859649123, -1.264842105263158, -1.3063508771929826, -1.3172982456140352, -1.2518245614035088, -1.291263157894737, -1.2786315789473683, -1.286561403508772, -1.2384561403508771]",5,2,5,80,100,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",14,30,0.956140350877193,1.484140350877193
3,0,30,1025,163.07664895057678,-1.9603,-1.449122807017544,"[-1.4219298245614036, -1.4219298245614036, -1.4219298245614036, -1.4219298245614036, -1.4219298245614036, -1.4219298245614036, -1.4219298245614036, -1.4228070175438596, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.1910526315789474, -1.2650877192982457, -1.216842105263158, -1.3861403508771928, -1.2289473684210526, -1.2289473684210526, -1.3187719298245613, -1.327543859649123, -1.3257894736842106, -1.3170175438596492, -1.2429824561403509, -1.3508771929824561, -1.2429824561403509, -1.3328070175438596, -1.327543859649123, -1.3684210526315788, -1.4228070175438599, -1.4108771929824564, -1.2433333333333334, -1.3228070175438598, -1.2433333333333334, -1.2947368421052632, -1.2433333333333334, -1.2998245614035089, -1.2433333333333334, -1.2433333333333334, -1.3931578947368422, -1.3900000000000001, -1.3314035087719298, -1.3226315789473684, -1.2433333333333334, -1.3280701754385966, -1.3350877192982455, -1.331578947368421, -1.2966666666666666, -1.428421052631579, -1.416140350877193, -1.416140350877193, -1.329824561403509, -1.2450877192982457, -1.3331578947368423, -1.2450877192982457, -1.42140350877193, -1.3173684210526315, -1.2450877192982457, -1.3331578947368423, -1.2484210526315789, -1.382456140350877, -1.2484210526315789, -1.3156140350877192, -1.2484210526315789, -1.328421052631579, -1.3791228070175439, -1.30859649122807, -1.3277192982456139, -1.333157894736842, -1.2484210526315789, -1.2484210526315789, -1.2484210526315789, -1.3349122807017542, -1.2484210526315789, -1.3536842105263158, -1.3545614035087719, -1.3419298245614035, -1.3314035087719298, -1.2875438596491229, -1.2485964912280703, -1.3333333333333335, -1.3226315789473684, -1.3350877192982458, -1.4012280701754385, -1.326140350877193, -1.4198245614035088, -1.328421052631579, -1.2894736842105263, -1.3314035087719298, -1.2485964912280703, -1.4180701754385965, -1.4089473684210527, -1.2980701754385966, -1.284701754385965, -1.3161754385964912, -1.2802105263157895, -1.2979649122807018, -1.2850175438596492, -1.3011929824561403, -1.2767719298245612, -1.3307719298245615, -1.3221403508771932, -1.2954035087719296, -1.3177894736842106, -1.2749824561403509, -1.3211929824561404, -1.285859649122807, -1.2571929824561403, -1.279298245614035, -1.2680350877192983, -1.2576140350877194, -1.2378947368421054]",5,2,5,80,100,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",16,30,0.9736842105263158,1.435684210526316
4,0,30,1000,154.56803679466248,-1.9603,-1.449122807017544,"[-1.405263157894737, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.3094736842105263, -1.4071929824561404, -1.2380701754385965, -1.2380701754385965, -1.3035087719298246, -1.2831578947368423, -1.3157894736842106, -1.2415789473684211, -1.3278947368421052, -1.2770175438596492, -1.2449122807017543, -1.4231578947368422, -1.4105263157894736, -1.2449122807017543, -1.2449122807017543, -1.320701754385965, -1.3226315789473682, -1.2450877192982455, -1.301754385964912, -1.2450877192982455, -1.3298245614035087, -1.2468421052631578, -1.4249122807017542, -1.2468421052631578, -1.3333333333333335, -1.4071929824561402, -1.3333333333333335, -1.3349122807017544, -1.4214035087719297, -1.3580701754385962, -1.2521052631578946, -1.3266666666666667, -1.3350877192982455, -1.3368421052631578, -1.2521052631578946, -1.3635087719298244, -1.331578947368421, -1.2521052631578946, -1.3403508771929824, -1.3719298245614033, -1.416140350877193, -1.3084210526315792, -1.2554385964912282, -1.2554385964912282, -1.3331578947368423, -1.2750877192982457, -1.4387719298245616, -1.2621052631578948, -1.2554385964912282, -1.2554385964912282, -1.2770175438596492, -1.42140350877193, -1.2554385964912282, -1.2943859649122809, -1.3224561403508772, -1.4122807017543861, -1.3419298245614035, -1.3896491228070178, -1.392982456140351, -1.3419298245614035, -1.3382456140350878, -1.2554385964912282, -1.2554385964912282, -1.3401754385964915, -1.3791228070175439, -1.354385964912281, -1.4370175438596493, -1.3261403508771932, -1.2554385964912282, -1.368421052631579, -1.2750877192982457, -1.345438596491228, -1.3401754385964915, -1.3470175438596492, -1.3436842105263158, -1.2554385964912282, -1.34, -1.416140350877193, -1.3331578947368423, -1.412456140350877, -1.3331578947368423, -1.3896491228070176, -1.3933333333333335, -1.407017543859649, -1.2554385964912282, -1.4249122807017547, -1.319122807017544, -1.2943859649122809, -1.2803508771929826, -1.3349122807017546, -1.4056140350877193, -1.2554385964912282, -1.3435087719298247, -1.3038596491228072, -1.2980701754385966, -1.3196491228070175, -1.3419298245614035, -1.2554385964912282, -1.2554385964912282, -1.3038596491228072, -1.2623157894736843, -1.2718596491228071, -1.2975438596491227, -1.3242105263157895, -1.2613684210526315, -1.2982456140350878, -1.278140350877193, -1.2798245614035089, -1.2919298245614035, -1.267473684210526, -1.281122807017544, -1.2956140350877192, -1.287157894736842, -1.2840350877192983, -1.2317543859649123]",5,2,5,80,100,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",17,30,0.956140350877193,1.385140350877193
5,0,30,1000,161.3498182296753,-1.9603,-1.449122807017544,"[-1.4228070175438596, -1.4228070175438596, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.4403508771929825, -1.4403508771929825, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.2064912280701754, -1.2205263157894737, -1.39859649122807, -1.313859649122807, -1.4033333333333333, -1.3319298245614035, -1.2933333333333334, -1.315263157894737, -1.2419298245614034, -1.2419298245614034, -1.2756140350877194, -1.3249122807017544, -1.3935087719298247, -1.3249122807017544, -1.279122807017544, -1.2935087719298246, -1.3301754385964912, -1.3901754385964913, -1.3726315789473684, -1.33, -1.2419298245614034, -1.4096491228070176, -1.2931578947368423, -1.3266666666666667, -1.3619298245614035, -1.4059649122807019, -1.3301754385964912, -1.3161403508771932, -1.2419298245614034, -1.3196491228070175, -1.3071929824561404, -1.3264912280701755, -1.2950877192982455, -1.322982456140351, -1.2435087719298246, -1.402280701754386, -1.322982456140351, -1.3166666666666667, -1.287719298245614, -1.2666666666666666, -1.3987719298245616, -1.4043859649122807, -1.3621052631578947, -1.3159649122807018, -1.2914035087719298, -1.2435087719298246, -1.3296491228070175, -1.2805263157894735, -1.2450877192982455, -1.3349122807017542, -1.2822807017543858, -1.3140350877192981, -1.320877192982456, -1.2450877192982455, -1.326140350877193, -1.2450877192982455, -1.3210526315789473, -1.4107017543859648, -1.2450877192982455, -1.2450877192982455, -1.3349122807017542, -1.417894736842105, -1.3278947368421052, -1.3880701754385965, -1.3810526315789473, -1.2450877192982455, -1.331578947368421, -1.3847368421052633, -1.2450877192982455, -1.3821052631578947, -1.3366666666666664, -1.4021052631578947, -1.3314035087719298, -1.2450877192982455, -1.2450877192982455, -1.2450877192982455, -1.4021052631578947, -1.2450877192982455, -1.2450877192982455, -1.403859649122807, -1.3314035087719298, -1.3366666666666664, -1.3296491228070175, -1.2450877192982455, -1.3068421052631578, -1.3401754385964912, -1.326140350877193, -1.3436842105263156, -1.3189473684210529, -1.2536842105263157, -1.2619298245614035, -1.2536842105263157, -1.2536842105263157, -1.405263157894737, -1.3417543859649124, -1.3294736842105264, -1.2536842105263157, -1.2536842105263157, -1.2536842105263157, -1.2536842105263157, -1.2716491228070175, -1.2912280701754386, -1.2709473684210526, -1.3000350877192983, -1.2573684210526315, -1.3237894736842106, -1.3063859649122807, -1.3237543859649121, -1.3476491228070175, -1.3322105263157895, -1.3261052631578947, -1.3302807017543858, -1.2809473684210528, -1.27340350877193, -1.2340701754385968]",5,2,5,80,100,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",15,30,0.956140350877193,1.451140350877193
1,0,30,1000,158.7934901714325,-1.9603,-1.449122807017544,"[-1.406140350877193, -1.406140350877193, -1.432456140350877, -1.432456140350877, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.296140350877193, -1.2998245614035087, -1.2310526315789474, -1.3157894736842104, -1.4219298245614034, -1.3354385964912279, -1.287894736842105, -1.24719298245614, -1.2505263157894737, -1.4324561403508773, -1.335263157894737, -1.2505263157894737, -1.3280701754385964, -1.2505263157894737, -1.4233333333333333, -1.3370175438596492, -1.3335087719298246, -1.3333333333333335, -1.3421052631578947, -1.3035087719298244, -1.393157894736842, -1.3405263157894738, -1.3350877192982458, -1.2505263157894737, -1.2914035087719298, -1.3810526315789473, -1.2505263157894737, -1.3317543859649121, -1.3970175438596493, -1.3317543859649121, -1.4178947368421053, -1.4126315789473685, -1.3070175438596492, -1.3238596491228072, -1.2521052631578946, -1.4159649122807019, -1.2787719298245614, -1.3212280701754386, -1.2521052631578946, -1.2821052631578946, -1.338421052631579, -1.3880701754385965, -1.3333333333333333, -1.405614035087719, -1.2521052631578946, -1.3366666666666664, -1.345263157894737, -1.2636842105263157, -1.319122807017544, -1.345263157894737, -1.2536842105263157, -1.2536842105263157, -1.3966666666666667, -1.2536842105263157, -1.306842105263158, -1.2928070175438597, -1.2536842105263157, -1.4194736842105264, -1.320701754385965, -1.3401754385964912, -1.4300000000000002, -1.3914035087719299, -1.3250877192982455, -1.3331578947368423, -1.2536842105263157, -1.2536842105263157, -1.3171929824561404, -1.2536842105263157, -1.3294736842105264, -1.2536842105263157, -1.2536842105263157, -1.2570175438596491, -1.338421052631579, -1.2536842105263157, -1.4049122807017542, -1.2536842105263157, -1.2536842105263157, -1.322280701754386, -1.4317543859649124, -1.332982456140351, -1.263578947368421, -1.3291228070175438, -1.24940350877193, -1.2607017543859649, -1.2794736842105265, -1.3538947368421055, -1.2870526315789474, -1.306982456140351, -1.285298245614035, -1.3520701754385964, -1.2737894736842106, -1.3144561403508772, -1.2835087719298244, -1.2933684210526315, -1.2635438596491229, -1.3148421052631578, -1.2633333333333332, -1.2446315789473683]",5,2,5,80,250,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",17,30,0.9649122807017544,1.3939122807017543
