Experiment,Function_ID,Dimension,Number_of_Evaluations,Processing_Time,Global_Optimum,Actual_Solution,Fitness_Optimum,Fitness_Mean,pop_size,max_num_eva,min_adaptive_size,max_adaptive_size,max_gen_exam1,max_gen_exam2,transfer_function,Binary_Solution,Number_Selected_Features,Total_Features,Accuracy,Fitness_Value
1,0,30,4000,662.9291560649872,-1.9603,-1.449122807017544,"[-1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.4403508771929825, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544, -1.449122807017544]","[-1.2978070175438596, -1.3294956140350878, -1.3007675438596493, -1.3315789473684212, -1.2801535087719298, -1.375767543859649, -1.2997807017543859, -1.2512061403508772, -1.306359649122807, -1.325109649122807, -1.276315789473684, -1.3462719298245613, -1.3054824561403509, -1.3648026315789474, -1.3009868421052633, -1.4110745614035087, -1.324232456140351, -1.3367324561403509, -1.3139254385964911, -1.2789473684210526, -1.331688596491228, -1.3663377192982455, -1.2975877192982455, -1.3336622807017542, -1.2910087719298247, -1.2567982456140352, -1.4210526315789473, -1.3964912280701753, -1.2652412280701753, -1.294188596491228, -1.2589912280701754, -1.2589912280701754, -1.3163377192982457, -1.2832236842105262, -1.2589912280701754, -1.281907894736842, -1.3107456140350877, -1.3121710526315788, -1.3103070175438596, -1.3121710526315788, -1.2777412280701754, -1.337390350877193, -1.2589912280701754, -1.294298245614035, -1.2732456140350878, -1.3917763157894738, -1.3095394736842105, -1.3576754385964913, -1.2599780701754386, -1.3173245614035087, -1.3533991228070177, -1.3153508771929825, -1.3394736842105264, -1.3838815789473684, -1.2809210526315788, -1.3314692982456142, -1.2830043859649123, -1.3596491228070176, -1.2652412280701755, -1.2610745614035088, -1.3078947368421052, -1.2610745614035088, -1.3069078947368422, -1.2799342105263158, -1.4020833333333333, -1.2963815789473685, -1.29265350877193, -1.338048245614035, -1.2610745614035088, -1.311842105263158, -1.3141447368421053, -1.2964912280701755, -1.3882675438596492, -1.312938596491228, -1.2610745614035088, -1.3481359649122808, -1.2610745614035088, -1.3778508771929825, -1.2850877192982457, -1.3452850877192981, -1.3287280701754387, -1.3327850877192984, -1.294298245614035, -1.2610745614035088, -1.3446271929824563, -1.2610745614035088, -1.3089912280701754, -1.2610745614035088, -1.287061403508772, -1.3265350877192983, -1.3267543859649122, -1.394078947368421, -1.2798245614035086, -1.263157894736842, -1.2714912280701753, -1.2610745614035088, -1.3326754385964912, -1.4198464912280704, -1.3224780701754386, -1.2610745614035088, -1.3734649122807019, -1.3287280701754387, -1.2610745614035088, -1.3255482456140353, -1.2652412280701755, -1.3172149122807018, -1.3131578947368423, -1.2777412280701754, -1.344517543859649, -1.2610745614035088, -1.2953947368421053, -1.3438596491228072, -1.376754385964912, -1.320723684210526, -1.2620614035087718, -1.3392543859649124, -1.3110745614035086, -1.3158991228070176, -1.3006578947368421, -1.318201754385965, -1.2620614035087718, -1.3699561403508773, -1.369078947368421, -1.2787280701754384, -1.30625, -1.2620614035087718, -1.3268640350877194, -1.3037280701754388, -1.3616228070175438, -1.3555921052631579, -1.3097587719298245, -1.3129385964912281, -1.2849780701754385, -1.3703947368421052, -1.3151315789473683, -1.3316885964912282, -1.374451754385965, -1.318640350877193, -1.330701754385965, -1.295175438596491, -1.2672149122807017, -1.2962719298245613, -1.3150219298245616, -1.3558114035087718, -1.3168859649122808, -1.275548245614035, -1.331798245614035, -1.3098684210526317, -1.3161184210526315, -1.2898026315789473, -1.361951754385965, -1.2776315789473685, -1.3612938596491229, -1.3358552631578946, -1.3348684210526316, -1.2797149122807019, -1.324890350877193, -1.2620614035087718, -1.326425438596491, -1.3148026315789474, -1.306798245614035, -1.3131578947368423, -1.2967105263157896, -1.293201754385965, -1.2672149122807017, -1.3160087719298246, -1.3226973684210526, -1.3150219298245616, -1.3348684210526316, -1.3141447368421053, -1.3128289473684212, -1.2724780701754386, -1.2620614035087718, -1.3587719298245613, -1.2620614035087718, -1.3161184210526315, -1.3172149122807018, -1.3161184210526315, -1.318311403508772, -1.2620614035087718, -1.3161184210526315, -1.3138157894736842, -1.331578947368421, -1.3172149122807018, -1.3652412280701753, -1.3037280701754388, -1.2838815789473683, -1.3639254385964912, -1.3233552631578949, -1.2923245614035088, -1.2620614035087718, -1.3682017543859648, -1.3788377192982457, -1.3161184210526315, -1.2620614035087718, -1.3160087719298246, -1.2838815789473683, -1.4205043859649122, -1.2859649122807018, -1.274561403508772, -1.3172149122807018, -1.3128289473684212, -1.2724780701754386, -1.2620614035087718, -1.3637061403508772, -1.3369517543859648, -1.3908991228070176, -1.3163377192982457, -1.2620614035087718, -1.2620614035087718, -1.361842105263158, -1.3223684210526314, -1.3140350877192981, -1.2620614035087718, -1.362828947368421, -1.2620614035087718, -1.3460526315789472, -1.2620614035087718, -1.3139254385964914, -1.3347587719298246, -1.3245614035087718, -1.2703947368421051, -1.286951754385965, -1.3723684210526317, -1.3200657894736842, -1.3151315789473683, -1.4163377192982456, -1.300548245614035, -1.3172149122807018, -1.3359649122807018, -1.2620614035087718, -1.3722587719298245, -1.2620614035087718, -1.3192982456140352, -1.2955043859649122, -1.3893640350877194, -1.3283991228070176, -1.3449561403508772, -1.349451754385965, -1.2673245614035087, -1.312828947368421, -1.263157894736842, -1.2907894736842105, -1.2798245614035086, -1.3150219298245613, -1.2809210526315788, -1.3288377192982455, -1.3682017543859648, -1.3713815789473685, -1.3105263157894735, -1.263157894736842, -1.263157894736842, -1.3358552631578946, -1.3037280701754386, -1.3172149122807015, -1.2940789473684209, -1.3513157894736842, -1.3276315789473683, -1.3016447368421051, -1.263157894736842, -1.338267543859649, -1.3153508771929823, -1.3183114035087717, -1.263157894736842, -1.2923245614035088, -1.263157894736842, -1.3196271929824561, -1.263157894736842, -1.2975877192982455, -1.3205043859649122, -1.2777412280701754, -1.3150219298245613, -1.3678728070175439, -1.3972587719298244, -1.263157894736842, -1.3733552631578947, -1.281907894736842, -1.263157894736842, -1.263157894736842, -1.2735745614035086, -1.3160087719298246, -1.3173245614035087, -1.312719298245614, -1.306798245614035, -1.318201754385965, -1.3270833333333334, -1.3016447368421051, -1.263157894736842, -1.3161184210526315, -1.3671052631578946, -1.3089912280701754, -1.3401315789473682, -1.3491228070175438, -1.2831140350877193, -1.3286184210526315, -1.263157894736842, -1.2975877192982455, -1.287390350877193, -1.3149122807017544, -1.3106359649122807, -1.2940789473684209, -1.318421052631579, -1.3644736842105263, -1.3546052631578946, -1.3149122807017544, -1.351206140350877, -1.263157894736842, -1.2912280701754386, -1.3150219298245613, -1.263157894736842, -1.3304824561403508, -1.3110745614035086, -1.3769736842105262, -1.2923245614035088, -1.3277412280701753, -1.3006578947368421, -1.3490131578947369, -1.263157894736842, -1.3006578947368421, -1.2694078947368421, -1.3513157894736842, -1.3362938596491227, -1.2891447368421052, -1.349451754385965, -1.263157894736842, -1.2777412280701754, -1.3101973684210524, -1.282017543859649, -1.2864035087719299, -1.3231359649122807, -1.3482456140350876, -1.325548245614035, -1.263157894736842, -1.3149122807017544, -1.3100877192982456, -1.3451754385964911, -1.2831140350877193, -1.3158991228070174, -1.263157894736842, -1.2673245614035087, -1.3911184210526315, -1.2933114035087718, -1.3161184210526315, -1.3558114035087718, -1.306140350877193, -1.3460526315789474, -1.2798245614035086, -1.3662280701754386, -1.34375, -1.263157894736842, -1.3176535087719297, -1.3016447368421051, -1.263157894736842, -1.263157894736842, -1.3701754385964913, -1.281907894736842, -1.3401315789473685, -1.263157894736842, -1.3139254385964911, -1.3333333333333333, -1.4032894736842105, -1.3292763157894736, -1.3728070175438596, -1.4163377192982454, -1.2933114035087718, -1.3150219298245613, -1.3110745614035086, -1.36875, -1.3149122807017544, -1.2735745614035086, -1.263157894736842, -1.263157894736842, -1.263157894736842, -1.332236842105263, -1.287390350877193, -1.3150219298245613, -1.3305921052631577, -1.295394736842105, -1.3482456140350876, -1.4077850877192981, -1.306907894736842, -1.312828947368421, -1.2766447368421052, -1.3078947368421052, -1.2894736842105263, -1.3421052631578947, -1.344407894736842, -1.2839912280701755, -1.367763157894737, -1.388925438596491, -1.2912280701754386, -1.342982456140351, -1.2777412280701754, -1.3266447368421053, -1.263157894736842, -1.3089912280701754, -1.3205043859649122, -1.2964912280701753, -1.2764254385964913, -1.324671052631579, -1.263157894736842, -1.2787280701754384, -1.2902412280701754, -1.3463815789473683, -1.306798245614035, -1.263157894736842, -1.3486842105263157, -1.3150219298245613, -1.374342105263158, -1.2694078947368421, -1.3656798245614035, -1.263157894736842, -1.263157894736842, -1.3172149122807015, -1.39484649122807, -1.4138157894736842, -1.3473684210526315, -1.263157894736842, -1.2798245614035086, -1.3679824561403509, -1.2940789473684209, -1.3667763157894737, -1.413706140350877, -1.3396929824561403, -1.3624999999999998, -1.263157894736842, -1.2785087719298245, -1.3734649122807017, -1.3619517543859647, -1.2652412280701753, -1.3171052631578948, -1.3544956140350877, -1.283004385964912, -1.3139254385964911, -1.337938596491228, -1.263157894736842, -1.263157894736842, -1.351425438596491, -1.3220394736842105, -1.2862938596491227, -1.2923245614035088, -1.3771929824561402, -1.3662280701754386, -1.3359649122807016, -1.2839912280701753, -1.3173245614035087, -1.3214912280701754, -1.263157894736842, -1.356907894736842, -1.299671052631579, -1.263157894736842, -1.3794956140350876, -1.319298245614035, -1.283004385964912, -1.3214912280701754, -1.312719298245614, -1.294517543859649, -1.3774122807017544, -1.3644736842105263, -1.3222587719298244, -1.2984649122807017, -1.3071271929824562, -1.3141447368421053, -1.3109649122807017, -1.287171052631579, -1.3265350877192983, -1.263157894736842, -1.3171052631578948, -1.2673245614035087, -1.3149122807017544, -1.3016447368421051, -1.2714912280701753, -1.318421052631579, -1.3346491228070174, -1.263157894736842, -1.3183114035087717, -1.344298245614035, -1.3275219298245613, -1.263157894736842, -1.263157894736842, -1.2975877192982455, -1.369298245614035, -1.2828947368421053, -1.3055921052631578, -1.3172149122807015, -1.263157894736842, -1.3205043859649122, -1.3513157894736842, -1.312828947368421, -1.3326754385964912, -1.319298245614035, -1.2902412280701754, -1.2974780701754385, -1.3716008771929824, -1.301864035087719, -1.288157894736842, -1.4117324561403508, -1.311732456140351, -1.2864035087719299, -1.40625]",8,1000,5,6,70,500,s_shaped_1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",22,30,0.9736842105263158,1.237684210526316
2,0,30,1040,177.76936721801758,-1.9603,-1.4412280701754385,"[-1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385, -1.4412280701754385]","[-1.2685307017543859, -1.2444078947368422, -1.306578947368421, -1.317543859649123, -1.2518640350877193, -1.2518640350877193, -1.2476973684210526, -1.2685307017543859, -1.2476973684210526, -1.3085526315789475, -1.3446271929824563, -1.3096491228070175, -1.249342105263158, -1.306578947368421, -1.3462719298245613, -1.312061403508772, -1.2955043859649122, -1.3046052631578948, -1.3483552631578948, -1.2955043859649122, -1.2846491228070176, -1.2881578947368422, -1.2944078947368423, -1.255921052631579, -1.2881578947368422, -1.3350877192982458, -1.36140350877193, -1.255921052631579, -1.2841008771929825, -1.3210526315789475, -1.255921052631579, -1.342982456140351, -1.2736842105263158, -1.2903508771929826, -1.2904605263157896, -1.3168859649122808, -1.255921052631579, -1.3309210526315791, -1.304824561403509, -1.3403508771929826, -1.312061403508772, -1.255921052631579, -1.255921052631579, -1.312171052631579, -1.3087719298245615, -1.3262061403508771, -1.3098684210526317, -1.286842105263158, -1.3357456140350878, -1.3087719298245615, -1.3087719298245615, -1.2858552631578948, -1.2906798245614035, -1.3266447368421055, -1.255921052631579, -1.2923245614035088, -1.3439692982456142, -1.2642543859649122, -1.3401315789473685, -1.3233552631578949, -1.312061403508772, -1.2860745614035087, -1.3252192982456141, -1.3455043859649123, -1.2995614035087721, -1.3337719298245614, -1.3066885964912283, -1.3939692982456142, -1.3234649122807018, -1.255921052631579, -1.2374086257309942, -1.2441154970760235, -1.287719298245614, -1.2750000000000001, -1.2845577485380117, -1.2790204678362573, -1.2810124269005847, -1.289656432748538]",8,1000,5,6,70,500,s_shaped_1,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",16,30,0.9736842105263158,1.435684210526316
3,0,30,1040,178.9860122203827,-1.9603,-1.432456140350877,"[-1.4228070175438596, -1.4228070175438596, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.4236842105263159, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877, -1.432456140350877]","[-1.194078947368421, -1.344188596491228, -1.330701754385965, -1.3277412280701753, -1.2885964912280703, -1.2876096491228068, -1.2927631578947367, -1.2967105263157894, -1.3892543859649122, -1.3032894736842104, -1.2460526315789473, -1.3133771929824563, -1.2460526315789473, -1.324232456140351, -1.281469298245614, -1.250438596491228, -1.3333333333333335, -1.3394736842105264, -1.318969298245614, -1.338815789473684, -1.2794956140350877, -1.3108552631578947, -1.2546052631578948, -1.3032894736842104, -1.3096491228070177, -1.2598684210526316, -1.4081140350877193, -1.3183114035087717, -1.306688596491228, -1.3476973684210525, -1.263157894736842, -1.34375, -1.2808114035087719, -1.3972587719298246, -1.306798245614035, -1.2527412280701755, -1.344298245614035, -1.2548245614035087, -1.3109649122807019, -1.268421052631579, -1.2527412280701755, -1.299671052631579, -1.350328947368421, -1.287938596491228, -1.2953947368421053, -1.3285087719298245, -1.2703947368421051, -1.362938596491228, -1.2974780701754387, -1.2527412280701755, -1.3172149122807018, -1.3086622807017543, -1.3221491228070175, -1.2694078947368421, -1.3297149122807017, -1.2830043859649123, -1.2776315789473685, -1.306688596491228, -1.2527412280701755, -1.3630482456140351, -1.3662280701754388, -1.2798245614035089, -1.2578947368421054, -1.3464912280701755, -1.3023026315789474, -1.3335526315789474, -1.255811403508772, -1.2537280701754385, -1.3033991228070176, -1.3110745614035089, -1.2425073099415205, -1.2363852339181285, -1.2411549707602338, -1.2519188596491226, -1.2946637426900585, -1.2849963450292397, -1.2907894736842105, -1.2590826023391812]",8,1000,5,6,70,500,s_shaped_1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",21,30,0.9649122807017544,1.2619122807017544
